seen,username,id,time,location,votes,star,comment
1,Bei,157194387,2022-07-29 11:07:35,,7554,40,太他妈的浪漫了。
1,壹安²,rayland,2022-07-29 11:28:57,,5292,40,磕幻喜剧哈哈哈哈哈哈，我竟然磕到了沈马这两张老脸？最后…沈腾炸的是国产科幻封了3年的大门。
1,绝望的生鱼片,69575176,2022-07-29 12:14:20,,15354,30,我非常讨厌往喜剧片里塞煽情的部分，导致我从后半段就几乎笑不出来了，煽情塞进喜剧片里适配度很差
1,如小果,ruxiaoguo,2022-07-31 00:37:51,,4222,40,《独孤月在月球的三年，治疗了地球人的精神内耗》
1,不看月亮🌙,160174633,2022-07-29 11:20:08,,10203,30,煽情得有些犯规了。另外，刚子是美团派过去的吧？
1,不留痕迹,tonyzhang0102,2022-07-29 11:06:17,,6982,30,好消息是沈腾贡献了最富层次的一次表演，坏消息是成片的质量到底辜负了他。即便他以一己之力将小品升华成电影，但片中呈现的一切都是二手的，成了一件昂贵而蹩脚的A货。
1,放开那个西红柿,JGuo,2022-07-29 11:15:19,,5755,40,笑点不错，但不是全篇的笑点，断断续续的，算是轻喜剧吧。也有紧张和泪点，但我觉得并不突兀。整个故事完整性很高，冲突来的有理有据，当然也有幻想和无厘头的成分，但并不出戏，整体而言我觉得是非常值得去电影院看的片子。
1,每天睡够八小时,63066517,2022-07-29 11:29:17,,6412,30,没看过原著漫画，真的很烂，笑点很低俗，很开心麻花的水平。沈腾和马丽意念感挺强的，这也能演。感觉借鉴了不少片子，蛮无聊，上海堡垒笑点增多版。
1,柒初柒,hfeifei1010,2022-07-29 11:26:57,,8768,50,这么说吧，光想到人类唯一的幸存者是沈腾就感觉很好笑
1,Daydreamer,xiaoyu123-,2022-07-29 20:32:56,,4848,30,煽情真的太尬了。。我只想去看一部搞笑片
1,看電影的人,52889164,2022-07-29 11:05:42,,7042,20,笑不出来.gif
1,Rainbow,kobebaby1024,2022-07-29 11:10:09,,5129,50,在丧成狗的日子里能用一张电影片开怀大笑俩小时，你就说值不值吧！
1,lucky girl,78232367,2022-07-29 11:27:21,,4870,40,是喜剧片，也是爱情片，还是科幻片，灾难片；有大制作，也有小温情；笑点不多，但也可以；有些画面是真的很美，很喜欢。一语概之，值回票价。沈马组合，这次在我的期待之上。
1,陀螺凡达可,cabaret,2022-07-29 22:51:27,,1192,40,比以前所有麻花作品加起来都要更像一部成熟商业电影，宁愿这样的电影每年来一打都不想再看到一部什么西红柿李茶夏洛特。多加一星支持麻花继续朝这个方向做下去，不要因为部分观众突然笑不出来了又继续去做那些粗制滥造的小品段子长视频（当然舔番茄酱的设计大可不必
1,一只橄榄枝,162458934,2022-07-29 12:09:10,,5801,20,对我六岁表弟来说刚刚好。
1,我与世界,169672178,2022-07-29 20:29:48,,3543,30,手电筒化身迪迦变身器，请相信光，尬出银河系🌌
1,芊小乙,160040226,2022-07-30 00:48:20,,2069,30,就还行吧，最好笑的居然是黄子韬
1,牛奶很忙,boringq,2022-07-29 13:23:19,,1265,30,你永远可以相信开心麻花给屌丝捏脚的实力
1,王大根,diewithme,2022-07-28 20:20:26,,575,30,确实可以跟《流浪地球》持平，这片子放好莱坞肯定得是Ryan Reynolds、Paul Rudd 或任何一个Chris 主演，咱国没有好笑的中年帅哥，能兜起几十亿票房的也只有沈腾了。
