seen,username,id,time,location,votes,star,comment
1,苻苼,148354178,2022-06-06 12:06:23,,2,40,剧情好狗血。。。。。但是对剧版感情太深了，而且最后竟然有点感动。
1,旺仔小王子,64083513,2022-02-16 10:01:20,,1,40,呜呜呜就一直甜下去不好吗，我真的很痛心，哥哥的病啊/谁要看八百年不联系不见面的青梅竹马啊！抱着自己小时候的美好回忆一边儿去！
1,💚🌴🍂,114558268,2022-02-20 21:37:44,,6,20,大过年的写点甜甜的婚后不好吗？婚礼都没有？又是竹马男二，又是再次冷暴力，因病推开。。HE BE两版结局也没什么区别。就停在电视剧结局吧🚬
1,nixx-,Locooooooooo,2022-02-14 21:19:09,,0,50,虽然狗血了 但是我还是要给五星 
1,浅色的花,158687303,2022-07-06 17:49:33,,0,50,就像一个加长版的结局，只是哥哥好可怜，总被虐，但我们就喜欢看虐哥哥，哈哈。
1,阿凡思蜜达,42235195,2022-02-14 11:07:19,,10,30,我不敢信，都是同一个编剧同一个导演拍的，为什么要搞这些陈年烂梗土掉渣的情节出来伤害我，结局竟然还让我有点感动。可能成就这部剧的只是演员的信念感，最后一个cut，女主角黄喧婷叫出男主的名字就爆哭，她真的很爱这个角色，快餐剧时代，这种情感很打动我。男主角徐彬，太对味了温柔绅士禁欲系越看越是那回事儿！
1,Panda的影音,PandaMovieMusic,2022-06-11 23:36:18,,0,30,你好！梅芳草  | 两版结局【完整版】：https://www.bilibili.com/video/BV1qF411H7Hj —— 晚上偶然发现去年蛮喜欢的新加坡剧《过江新娘》出了电视电影版续集还挺惊喜的，不过看到豆瓣172人评价6.3分（与原剧集的8.3分差距挺大）又担心会失望，找来观影后感觉还行（至少改善了一些因为唐山打人事件而变糟糕的心情），但还是想说：原剧里是两女一男的三角恋，续集换成了两男一女的三角恋，有必要吗？还不如延续美好的剧集结尾&amp;影片开头讲述夫妻俩共同生活时有矛盾冲突又浪漫甜蜜的故事（这也是我本来期待的后续）。另外，好些角色没回归就算了，哥哥的失忆情节于我也是画蛇添足，没必要走《初恋50次》的路线吧？……如果后面还有再拍续集，希望下次能让我看得更享受啦！
1,要永远自由,171370731,2022-04-22 23:43:40,,1,20,听我说谢谢你因为有你
1,少年志刚,170393494,2022-09-18 00:43:32,陕西,0,50,不嫌多，喜欢，我还是要给五星
1,小锤,Hungshuk,2022-05-01 01:54:41,,0,,最后花絮里Chantalle一讲到哥哥的名字就哭了，我也只好跟着一起哭，被这份赤子之心打动，可遇不可求的观众缘。当年所谓的“八公子”里比较好感温暖邻家的包勋评，而徐彬只让我觉得是个木头人，这些年看过不少他的戏，但没一个角色有印象。谁又想到时移势易，转眼Shane经历低谷开始中年显残，反而徐彬扶摇直上，成熟稳重，温柔专注，常说他像小周初明，以前还不以为然，现在我只能说。。好帅。。救命。。哥哥加油！
