seen,username,id,time,location,votes,star,comment
1,['帕米尔'],['128214211'],['2022-10-12 08:25:41'],['浙江'],['530'],['40'],['导演都在9月20日阵亡了...']
1,['总很有神叔'],['1783494'],['2022-10-18 20:17:52'],['北京'],['143'],['30'],['若不是知道瓦格纳雇佣军的良知就是为了钱而侵略其它国家，我差点就给这个片打个满分了']
1,['蒙奇D'],['53550852'],['2022-10-19 20:46:50'],['云南'],['108'],['40'],['真实到像是实战纪录片。电影讲的是“白军”进攻，“黄军”驻守，争夺几栋建筑的故事。没有铺垫，开场就打；没有主要角色，每一个角色都是“跑龙套”的，因为战争带来的死亡只是一眨眼的功夫；没有个人英雄主义，谁都可能战死，没有刀枪不入的战神；没有情绪升华，节奏很快，没有为任何一个战士的死亡减慢节奏，这个死了，其他人继续冲；没有多余的台词，战斗打起来，没有时间给弥留的战士说遗言。看完就能理解为什么战争是机器，是磨盘。几栋楼都要付出惨重的代价，何况一城一国。而且，今日之事明日再来，所有的死亡显得毫无意义。很真实的巷战，只不过武器配置并不太先进，所以胜利是靠人堆出来的。']
1,"['Reise, Reise']",['203338639'],['2022-10-11 12:05:00'],['江苏'],['27'],['30'],['制作看得出是下了本了。但很多表现形式很奇怪，这算是主旋律商业片还是俄罗斯军教片？']
1,['一曲镇魂歌'],['164923161'],['2022-10-11 17:36:12'],[''],['297'],['50'],['作为从部队出来的人，我觉得，俄罗斯人定义了另一种战争片，和美国人那种反战说教的完全不一样的战争美学。不论是战术，装备，和士兵的刻画，我觉得无与伦比。向世人展示了什么叫专业！！（中国军事电影能否能认真学习一下呢，而不是没事谈个恋爱。或是把敌人刻画的跟笨猪一样…）']
1,['啟超君'],['177650541'],['2022-10-12 14:26:15'],['江苏'],['188'],['50'],['如果普沙皇战败，此片将会拿下2022年奥斯卡最佳外语片。']
1,['憨书生'],['han521118'],['2022-10-18 23:09:57'],['河南'],['188'],['50'],['有人拍战争片反战，有人拍战争片耍酷，有人拍战争片赚钱，这个战争片教打仗']
1,['骑狗去你家'],['167488902'],['2022-10-11 21:46:17'],['广东'],['186'],['50'],['纯粹拍给军迷的“礼物”（声明不支持战争），没有一丝废话，全片只有战术和战斗，很爽。这是今年最好的战争电影，不得不说，硬核还得看毛子。还得吐槽下毛子的信息化也太低了，无非一次引导任务罢了，还得用最精锐的准特种部队去强推，士兵人命不值钱是吧，离谱。放在我军，固定翼无人机、“北斗”系统直接就上了。毛子还是缺钱啊。最后致敬这一支瓦格纳雇佣兵，电影中了了几个镜头，却是他们真实的死亡，这场战斗现实中俄军打的十分优秀，他们没有愧对祖国，相信祖国也不会忘记他们。']
1,['Fleurs.哼哼'],['56922790'],['2022-11-06 22:08:04'],['河南'],['49'],['40'],['三月份，说最慢两天拿下基辅六月份，说因为多方斡旋（渗透），陷入鏖战九月份，说形势还算可控现在十一月了，不说俄乌双方了，咱们那些专家能不能先把嘴闭上，或者先说说咱们自己啥时候能解封']
1,['海边的曼彻斯特'],['202031282'],['2022-10-22 20:51:12'],['广东'],['18'],['30'],['一部被字幕耽误的好电影']
